INDEX,CRUISE,SURVTYP,REEF,DATE,STATION,TRANSECT,DIVER,DATATYP,SPECIES,NUMBER,SIZE,area
261,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.XANT,21,13,50
262,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.XANT,7,8,50
263,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PS.OLIV,42,3,50
264,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PS.OLIV,6,8,50
265,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CE.ARGU,1,28,100
266,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CE.ARGU,1,33,100
267,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CE.ARGU,1,18,50
268,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PA.ARCA,3,8,50
269,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PA.ARCA,2,3,50
270,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.SORD,2,23,100
271,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.SORD,1,28,100
272,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.SORD,1,13,50
273,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,SC.FREN,1,13,50
274,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,SC.RUBR,1,28,100
275,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CH.FRON,2,28,100
276,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.BOHA,1,33,100
277,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.BOHA,1,38,100
278,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.BOHA,1,13,50
279,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.GIBB,14,33,100
280,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.GIBB,10,38,100
281,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LU.MONO,1,28,100
282,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,MY.AMAE,2,18,50
283,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,MY.ADUS,1,18,50
284,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,NE.SAMM,2,18,50
285,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.NIGR,1,23,100
286,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.NIGR,3,13,50
287,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.MACU,1,28,100
288,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.XANT,3,38,100
289,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.XANT,1,28,100
290,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.BLOC,2,28,100
291,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.BLOC,1,33,100
292,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CT.MARG,1,18,50
293,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CT.CYAN,2,13,50
294,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CT.CYAN,1,18,50
295,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CT.STRI,1,23,100
296,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,AC.LINE,3,23,100
297,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,ME.NIGE,3,23,100
298,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,GO.VARI,2,8,50
299,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,HA.ORNA,1,3,50
300,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LA.DIMI,2,8,50
301,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,LA.RUBR,1,3,50
302,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,TH.LUTE,1,8,50
303,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,TH.QUIN,1,8,50
304,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PS.HEXA,3,3,50
305,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PS.OCTO,3,8,50
306,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PS.OCTO,1,3,50
307,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,PE.OUAL,2,18,50
308,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CIRR.SP,3,3,50
309,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CA.MELA,8,23,100
310,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CA.MELA,2,28,100
311,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,CA.TERE,5,23,100
312,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,KY.CINE,2,33,100
313,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,KY.CINE,4,38,100
314,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,KY.VAIG,3,33,100
315,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,SLH,QUAN,OS.MELE,1,18,50
316,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CE.FLAV,2,8,50
317,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CE.LORI,1,8,50
318,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.ACAR,35,3,50
319,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.MARG,31,3,50
320,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PL.DICK,3,3,50
321,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PL.DICK,2,8,50
322,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PL.JOHN,5,3,50
323,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.XANT,5,8,50
324,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.XANT,4,13,50
325,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,MU.MIMI,28,28,100
326,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.OLIV,54,3,50
327,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.OLIV,10,8,50
328,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.DISP,10,3,50
329,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CE.UROD,1,18,50
330,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,EP.MACR,1,28,100
331,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PA.ARCA,5,8,50
332,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PA.ARCA,1,3,50
333,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PA.FORS,1,3,50
334,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.SORD,1,28,100
335,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.SORD,2,18,50
336,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CH.SORD,1,13,50
337,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,SC.TRIC,1,23,100
338,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,SC.TRIC,1,28,100
339,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,SC.OVIC,1,23,100
340,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LU.BOHA,2,33,100
341,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LU.BOHA,1,43,100
342,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LU.BOHA,2,38,100
343,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LU.BOHA,1,28,100
344,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LU.BOHA,1,18,50
345,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,SA.TIER,1,18,50
346,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.NIGR,3,18,50
347,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.NIGR,2,13,50
348,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.MACU,1,28,100
349,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.XANT,7,38,100
350,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.XANT,2,33,100
351,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.XANT,4,28,100
352,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.LINE,2,23,100
353,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.LINE,1,18,50
354,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CT.CYAN,2,13,50
355,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CT.CYAN,1,18,50
356,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.BLOC,10,33,100
357,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,AC.BLOC,5,28,100
358,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,BA.UNDU,1,23,100
359,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,ME.NIGE,26,23,100
360,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,GO.VARI,2,18,50
361,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,GO.VARI,2,8,50
362,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LA.DIMI,3,8,50
363,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LA.RUBR,1,8,50
364,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LA.RUBR,1,3,50
365,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,TH.LUTE,1,3,50
366,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.HEXA,3,3,50
367,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.HEXA,1,8,50
368,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.OCTO,1,3,50
369,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PS.OCTO,2,8,50
370,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LE.TAPE,10,3,50
371,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,LE.TAPE,3,8,50
372,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,PE.OUAL,2,18,50
373,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,OX.UNIF,1,8,50
374,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,EP.INSI,1,18,50
375,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CIRR.SP,1,3,50
376,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CIRR.SP,1,8,50
377,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CA.MELAN,1,108,100
378,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,KY.CINE,20,33,100
379,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,KY.CINE,26,28,100
380,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,KY.VAIG,3,28,100
381,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,KY.VAIG,8,33,100
382,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,SLH,QUAN,CA.MELA,2,28,100
383,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CE.FLAV,3,8,50
384,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CE.LORI,1,8,50
385,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.ACAR,75,3,50
386,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.MARG,35,3,50
387,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.VAND,6,3,50
388,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PL.DICK,1,8,50
389,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PL.DICK,1,3,50
390,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PL.JOHN,3,3,50
391,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.XANT,38,8,50
392,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.XANT,20,13,50
393,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PA.MULT,1,13,50
394,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PA.INSU,1,23,100
395,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,MU.VANI,2,28,100
396,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,MU.VANI,11,23,100
397,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PS.OLIV,6,8,50
398,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PS.OLIV,49,3,50
399,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CE.ARGU,1,23,100
400,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CE.ARGU,1,33,100
401,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PA.ARCA,9,8,50
402,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PA.ARCA,4,3,50
403,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.SORD,1,28,100
404,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.SORD,1,8,50
405,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SC.FREN,2,13,50
406,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SC.FREN,1,8,50
407,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SC.PSIT,1,28,100
408,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SC.OVIC,1,28,100
409,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.FRON,3,33,100
410,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.FRON,8,28,100
411,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.FRON,2,23,100
412,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.BOHA,2,43,100
413,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.BOHA,2,38,100
414,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.BOHA,1,33,100
415,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.BOHA,1,28,100
416,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.BOHA,1,23,100
417,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LU.MONO,1,28,100
418,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,MO.GRAN,1,28,100
419,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,MO.GRAN,1,33,100
420,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SA.TIER,2,18,50
421,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,SA.TIER,1,13,50
422,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.NIGR,3,18,50
423,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.NIGR,1,13,50
424,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.MACU,2,28,100
425,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.LINE,3,23,100
426,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.LINE,2,18,50
427,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.XANT,4,28,100
428,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.XANT,1,38,100
429,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.XANT,3,33,100
430,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CT.MARG,1,23,100
431,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CT.MARG,1,18,50
432,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CT.CYAN,3,13,50
433,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CT.CYAN,3,18,50
434,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,AC.BLOC,4,28,100
435,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,BA.UNDU,1,23,100
436,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,ME.VIDU,1,18,50
437,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,ME.NIGE,7,23,100
438,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,GO.VARI,2,3,50
439,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,GO.VARI,1,13,50
440,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,GO.VARI,2,8,50
441,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LA.DIMI,2,8,50
442,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LA.RUBR,1,8,50
443,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,TH.LUTE,1,8,50
444,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,TH.LUTE,1,3,50
445,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PS.HEXA,1,3,50
446,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CH.TRIL,1,23,100
447,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,BO.MESO,1,13,50
448,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,PE.OUAL,5,18,50
449,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LE.TAPE,8,8,50
450,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LE.TAPE,7,3,50
451,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LA.BICO,2,8,50
452,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LA.BICO,1,13,50
453,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CIRR.SP,1,8,50
454,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,KY.VAIG,19,33,100
455,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,KY.VAIG,5,28,100
456,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,KY.CINE,4,38,100
457,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,KY.CINE,24,33,100
458,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CA.MELA,1,33,100
459,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CA.AMBL,1,138,100
460,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,CA.MELAN,1,98,100
461,PAL_2009,BLT,PAL_FR,9/24/2009,5,C,SLH,QUAN,LA.UNIL,1,8,50
462,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CE.FLAV,1,3,50
463,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CE.FLAV,2,8,50
464,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.ACAR,10,3,50
465,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.MARG,16,3,50
466,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.VAND,77,3,50
467,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,PL.DICK,1,8,50
468,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.XANT,2,8,50
469,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.XANT,5,3,50
470,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,PS.OLIV,25,8,50
471,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CE.ARGU,1,28,100
472,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CE.ARGU,1,13,50
473,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CH.SORD,2,23,100
474,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LU.BOHA,1,48,100
475,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LU.BOHA,1,58,100
476,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LU.BOHA,1,43,100
477,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LU.GIBB,22,38,100
478,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LU.MONO,1,33,100
479,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,AC.NIGR,2,13,50
480,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,AC.LINE,1,38,100
481,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,AC.LINE,1,28,100
482,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CT.MARG,1,38,100
483,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CT.CYAN,1,23,100
484,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CT.STRI,8,13,50
485,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,ME.NIGE,4,23,100
486,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,GO.VARI,1,8,50
487,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,HA.ORNA,1,8,50
488,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LA.DIMI,1,8,50
489,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,LA.RUBR,4,8,50
490,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,TH.LUTE,1,8,50
491,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,PS.OCTO,2,8,50
492,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,CA.MELA,5,28,100
493,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,KY.CINE,4,38,100
494,PAL_2009,BLT,PAL_FR,9/24/2009,5,A,JST,QUAN,KY.VAIG,3,38,100
495,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CE.FLAV,2,8,50
496,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CE.LORI,3,3,50
497,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CH.ACAR,16,3,50
498,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CH.MARG,7,3,50
499,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CH.VAND,25,3,50
500,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,PL.DICK,6,3,50
501,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,PL.JOHN,2,3,50
502,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,ST.AURE,1,8,50
503,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LE.TAPE,5,8,50
504,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,PS.OLIV,60,8,50
505,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CE.ARGU,1,13,50
506,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,CE.UROD,1,8,50
507,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,PA.ARCA,1,8,50
508,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,PA.ARCA,1,3,50
509,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LU.BOHA,1,38,100
510,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LU.BOHA,1,48,100
511,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LU.BOHA,1,53,100
512,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LU.BOHA,3,43,100
513,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,LU.GIBB,1,33,100
514,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,MO.GRAN,6,28,100
515,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,MY.WOOD,1,18,50
516,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.NIGR,2,13,50
517,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.LINE,1,23,100
518,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.LINE,1,13,50
519,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.BLOC,1,48,100
520,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.BLOC,1,43,100
521,PAL_2009,BLT,PAL_FR,9/24/2009,5,B,JST,QUAN,AC.BLOC,2,28,100
