Index,PROJECT,SURVTYP,REEF,DATE,STATION,TRANSECT,DIVER,DATATYP,SPECIES,NUMBER,SIZE,SIZE_TP,NO_TP
254,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CE.ARGU,1,20,,
255,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,1,20,,
256,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,1,25,,
257,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,AC.NIGR,1,20,,
258,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CH.XANT,1,15,,
259,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,AC.THOM,1,25,,
260,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,10,,
261,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,5,15,,
262,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,20,,
263,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,GO.VARI,1,10,,
264,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,3,5,,
265,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,2,10,,
266,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,NA.HEXA,1,40,,
267,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,XA.MENT,1,30,,
268,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,CE.MINI,1,30,,
269,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,XA.AURO,1,25,,
270,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,NE.MAGN,2,5,,
271,PAL_2012,BLT,PAL_30,9/17/2012,FR7,A,SAS,QUAN,NE.MAGN,2,10,,
272,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CE.LORI,5,10,,
273,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CH.ACAR,1,5,,
274,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CH.MARG,200,5,,
275,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CH.MARG,110,10,,
276,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PO.COEL,3,5,,
277,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PL.JOHN,1,5,,
278,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PA.MULT,1,15,,
279,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.BART,76,5,,
280,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.BART,30,10,,
281,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.DISP,20,5,,
282,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.DISP,10,10,,
283,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,LE.TAPE,60,10,,
284,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CE.ARGU,1,35,,
285,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,1,15,,
286,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,2,20,,
287,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,1,25,,
288,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PA.FORS,1,10,,
289,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PA.FORS,1,15,,
290,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,SA.TIER,1,25,,
291,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,AC.NIGR,1,10,,
292,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,AC.MACU,1,25,,
293,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CT.MARG,1,10,,
294,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CT.MARG,1,20,,
295,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CT.CYAN,4,15,,
296,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,ME.VIDU,1,25,,
297,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,ME.NIGE,1,25,,
298,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,GO.VARI,1,10,,
299,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,HA.ORNA,2,5,,
300,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,LA.DIMI,3,10,,
301,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,3,5,,
302,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,3,10,,
303,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CA.MELAN,1,40,,
304,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,HA.MELA,1,10,,
305,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,PS.COOP,1,10,,
306,PAL_2012,BLT,PAL_30,9/17/2012,FR7,B,SAS,QUAN,CH.TRIL,1,15,,
307,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.FLAV,2,10,,
308,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.FLAV,1,15,,
309,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.LORI,1,10,,
310,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.ACAR,79,5,,
311,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.MARG,170,5,,
312,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.MARG,20,10,,
313,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.VAND,70,5,,
314,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PO.COEL,16,5,,
315,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PL.JOHN,1,5,,
316,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PL.JOHN,1,10,,
317,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.BART,110,5,,
318,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.BART,40,10,,
319,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,LE.TAPE,10,5,,
320,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,LE.TAPE,50,10,,
321,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,2,20,,
322,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,1,25,,
323,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.MINI,1,20,,
324,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.MINI,1,30,,
325,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CE.MINI,1,35,,
326,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,EP.HEXA,1,25,,
327,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CI.OXYC,1,10,,
328,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.SORD,1,25,25,1
329,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,LU.BOHA,1,50,,
330,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,AC.NIGR,1,15,,
331,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.XANT,17,5,,
332,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CH.XANT,1,10,,
333,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,5,,
334,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,15,,
335,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,20,,
336,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,HA.ORNA,2,5,,
337,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,LA.DIMI,1,10,,
338,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,ST.BAND,1,10,,
339,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.HEXA,1,5,,
340,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.HEXA,1,10,,
341,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,2,5,,
342,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,2,10,,
343,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,MA.MELE,1,10,,
344,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CIRR.SP,1,5,,
345,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CIRR.SP,2,10,,
346,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,TH.LUTE,1,15,,
347,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,TH.LUTE,1,20,,
348,PAL_2012,BLT,PAL_20,9/17/2012,FR7,A,SAS,QUAN,CI.EXQU,1,5,,
349,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.ACAR,24,5,,
350,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.MARG,250,5,,
351,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.MARG,75,10,,
352,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.VAND,1,5,,
353,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PO.COEL,3,5,,
354,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PA.MULT,1,20,,
355,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PA.MULT,1,25,,
356,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PS.OLIV,5,10,,
357,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,2,20,,
358,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,1,25,,
359,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.SORD,2,25,,
360,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CH.SORD,2,30,30,2
361,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CT.CYAN,2,15,,
362,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CT.CYAN,1,20,,
363,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,BA.UNDU,1,20,,
364,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,BA.UNDU,1,25,,
365,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,ME.NIGE,1,25,,
366,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,HA.ORNA,1,5,,
367,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,LA.DIMI,1,5,,
368,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,LA.DIMI,1,10,,
369,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,2,5,,
370,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,7,10,,
371,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,OX.UNIF,1,20,,
372,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,AP.FURC,2,30,,
373,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CI.EXQU,8,5,,
374,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,EP.HEXA,2,30,,
375,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CA.CARO,1,35,,
376,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,CO.NEOP,1,5,,
377,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PS.COOP,17,5,,
378,PAL_2012,BLT,PAL_20,9/17/2012,FR7,B,SAS,QUAN,PS.COOP,5,10,,
379,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CE.FLAV,2,10,,
380,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CE.LORI,1,10,,
381,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CH.ACAR,6,5,,
382,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CH.MARG,31,5,,
383,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CH.MARG,3,10,,
384,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CH.VAND,140,5,,
385,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PO.COEL,6,5,,
386,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PL.DICK,3,5,,
387,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PL.DICK,1,10,,
388,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PL.JOHN,2,5,,
389,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PL.JOHN,1,10,,
390,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,ST.AURE,2,10,,
391,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PS.OLIV,1,5,,
392,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,1,15,,
393,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CE.UROD,1,20,,
394,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PA.ARCA,1,5,,
395,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PA.ARCA,1,10,,
396,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PA.HEMI,1,20,,
397,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,SA.TIER,1,15,,
398,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CH.XANT,1,5,,
399,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CT.CYAN,1,10,,
400,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,ME.VIDU,1,25,,
401,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,GO.VARI,1,5,,
402,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,GO.VARI,1,10,,
403,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,HA.ORNA,2,5,,
404,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,HA.ORNA,1,10,,
405,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,LA.DIMI,1,5,,
406,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,LA.RUBR,1,5,,
407,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,TH.AMBL,2,5,,
408,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,TH.QUIN,2,10,,
409,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,TH.QUIN,1,15,,
410,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,ST.BAND,1,10,,
411,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PS.HEXA,1,5,,
412,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,2,5,,
413,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,PS.OCTO,3,10,,
414,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,OX.UNIF,1,15,,
415,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,OX.UNIF,1,20,,
416,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CIRR.SP,3,5,,
417,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CIRR.SP,1,10,,
418,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CA.CARO,1,25,,
419,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,CA.CARO,2,30,30,1
420,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,TH.LUTE,1,5,,
421,PAL_2012,BLT,PAL_10,9/17/2012,FR7,A,SAS,QUAN,TH.LUTE,1,10,,
422,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CE.FLAV,1,5,,
423,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CE.FLAV,1,10,,
424,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CE.FLAV,1,15,,
425,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CH.MARG,13,5,,
426,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CH.VAND,231,5,,
427,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PO.COEL,3,5,,
428,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PL.DICK,1,10,,
429,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PL.JOHN,5,5,,
430,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,ST.AURE,1,5,,
431,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PA.MULT,1,20,,
432,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CE.ARGU,1,25,,
433,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CE.UROD,1,20,,
434,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PA.ARCA,4,10,,
435,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PA.FORS,1,5,,
436,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PA.FORS,1,10,,
437,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PA.HEMI,1,20,,
438,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CH.SORD,1,25,25,1
439,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LU.BOHA,1,25,,
440,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LU.BOHA,1,30,,
441,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LU.GIBB,1,30,,
442,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LU.MONO,1,35,,
443,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,MO.GRAN,1,25,,
444,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,SA.SPIN,1,30,,
445,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CH.XANT,1,10,,
446,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CH.XANT,6,15,,
447,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CT.MARG,3,20,,
448,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CT.CYAN,3,15,,
449,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,GO.VARI,1,5,,
450,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,GO.VARI,2,10,,
451,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,HA.ORNA,1,10,,
452,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LA.RUBR,1,5,,
453,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,TH.QUIN,1,5,,
454,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,TH.QUIN,3,10,,
455,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,ST.BAND,1,10,,
456,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PS.HEXA,1,5,,
457,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,2,5,,
458,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PS.OCTO,5,10,,
459,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PS.MOLU,1,25,,
460,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,TH.LUTE,1,5,,
461,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,TH.LUTE,1,10,,
462,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,LA.BICO,1,10,,
463,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CO.GAIM,1,5,,
464,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CIRR.SP,1,5,,
465,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,CIRR.SP,1,10,,
466,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,PS.FLAV,1,35,,
467,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,AN.CAER,1,10,,
468,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,MA.MELE,1,5,,
469,PAL_2012,BLT,PAL_10,9/17/2012,FR7,B,SAS,QUAN,MA.MELE,1,10,,
470,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CE.FLAV,3,10,,
471,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CE.LORI,1,5,,
472,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CE.LORI,2,10,,
473,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.ACAR,1,5,,
474,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.MARG,340,5,,
475,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.MARG,28,10,,
476,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PO.COEL,27,5,,
477,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PA.MULT,1,25,,
478,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PS.COOP,1,5,,
479,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PS.COOP,3,10,,
480,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CE.UROD,1,20,,
481,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.SORD,1,25,25,1
482,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,SC.FREN,1,25,,
483,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,LU.BOHA,1,35,,
484,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,1,10,,
485,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,AC.NIGR,2,15,,
486,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,AC.THOM,1,25,,
487,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.MARG,1,20,,
488,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.MARG,1,25,,
489,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,1,5,,
490,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,2,10,,
491,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,4,15,,
492,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CT.CYAN,1,20,,
493,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,ME.VIDU,1,25,,
494,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,GO.VARI,1,5,,
495,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,HA.ORNA,3,5,,
496,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,LA.DIMI,1,5,,
497,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PS.OCTO,1,5,,
498,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,PS.OCTO,2,10,,
499,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.TRIL,1,25,,
500,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,HA.HORT,1,10,,
501,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,EP.MACR,1,30,,
502,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,EP.INSI,1,30,,
503,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,LE.TAPE,3,10,,
504,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,HA.MELA,1,10,,
505,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CH.XANT,1,10,,
506,PAL_2012,BLT,PAL_30,9/21/2012,FR9,A,SAS,QUAN,CI.EXQU,2,10,,
507,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CE.FLAV,1,10,,
508,PAL_2012,BLT,PAL_30,9/21/2012,FR9,B,SAS,QUAN,CE.LORI,2,5,,
